,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
9764,38, Private,91857, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
9765,36, Private,732569, 9th,5.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
9766,29, Private,86613, 1st-4th,2.0, Never-married, Other-service, Not-in-family, White, Male,0,0,20, El-Salvador, <=50K
9767,46, Private,35961, Assoc-acdm,12.0, Divorced, Sales, Not-in-family, White, Female,0,0,25, Germany, <=50K
9768,47, Private,114754, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
9769,30, Private,235124, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,99999,0,40, United-States, >50K
9770,37, Local-gov,218490, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,7688,0,35, United-States, >50K
9771,27, Private,329426, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
9772,43, Private,181015, HS-grad,9.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,50, United-States, <=50K
9773,44, Self-emp-not-inc,264740, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
9774,31, Private,381153, Some-college,10.0, Never-married, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, <=50K
9775,34, Private,189759, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
9776,39, Private,230467, Bachelors,13.0, Never-married, Sales, Own-child, White, Male,0,1092,40, Germany, <=50K
9777,36, Private,218542, Some-college,10.0, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
9778,57, Private,298507, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,40, United-States, >50K
9779,78, Private,111189, 7th-8th,4.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, Dominican-Republic, <=50K
9780,24, Private,168997, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
9781,39, Private,168894, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
9782,21, Private,149809, Assoc-acdm,12.0, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
9783,34, Private,344073, HS-grad,9.0, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
9784,22, Private,416165, Some-college,10.0, Never-married, Sales, Unmarried, White, Female,0,0,32, United-States, <=50K
9785,36, Private,41490, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
9786,61, Private,40269, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
9788,42, Private,250536, Some-college,10.0, Separated, Other-service, Unmarried, Black, Female,0,0,21, Haiti, <=50K
9789,49, Federal-gov,105586, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
9790,58, Private,51499, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
9791,37, Local-gov,189878, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
9792,39, Private,179481, HS-grad,9.0, Never-married, Tech-support, Not-in-family, White, Male,4650,0,44, United-States, <=50K
9793,25, Private,299765, Some-college,10.0, Separated, Adm-clerical, Other-relative, Black, Female,0,0,40, Jamaica, <=50K
9795,30, Private,54608, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
9797,36, Self-emp-not-inc,285020, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,2885,0,40, United-States, <=50K
9798,23, Private,201145, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K
9799,51, Private,125796, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,35, Jamaica, <=50K
9800,55, Private,249072, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
9801,35, Private,99156, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
9802,45, State-gov,94754, Masters,14.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
9803,36, Private,111128, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
9804,32, Local-gov,157887, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
9805,39, Private,74194, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, <=50K
9806,47, Self-emp-inc,168191, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
9807,49, Private,28334, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
9809,44, Private,721161, Some-college,10.0, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
9810,36, Private,188069, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
9811,40, Private,145178, Some-college,10.0, Divorced, Craft-repair, Unmarried, Black, Female,0,0,30, United-States, <=50K
9812,17, Private,52967, 10th,6.0, Never-married, Other-service, Own-child, White, Female,0,0,6, United-States, <=50K
9813,18, Private,177578, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0,0,38, United-States, <=50K
9814,30, Self-emp-inc,185384, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,25, United-States, <=50K
9815,66, Private,66008, HS-grad,9.0, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,50, England, <=50K
9816,59, Private,329059, Bachelors,13.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
9817,30, Local-gov,348802, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
9818,50, Private,34233, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
9819,24, Private,509629, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
9820,28, Private,27956, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,99, Philippines, <=50K
9821,44, Local-gov,83286, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
9822,25, Private,309098, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
9823,45, Private,188950, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
9824,20, Private,224217, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
9825,67, Private,222899, Assoc-voc,11.0, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
9826,40, Self-emp-not-inc,123306, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
9827,52, Federal-gov,279337, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
9828,34, Private,347166, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
9829,37, Local-gov,251396, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Canada, >50K
9830,17, Self-emp-inc,143034, 10th,6.0, Never-married, Other-service, Own-child, White, Male,0,0,4, United-States, <=50K
9831,25, Private,57635, Assoc-voc,11.0, Married-civ-spouse, Sales, Wife, White, Female,0,0,42, United-States, >50K
9832,35, Local-gov,162651, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
9833,63, Private,28334, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
9834,38, Local-gov,84570, Some-college,10.0, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
9835,33, Private,181091, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Iran, >50K
9836,51, Local-gov,117496, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
9837,64, State-gov,216160, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Columbia, >50K
9838,50, Self-emp-inc,204447, Some-college,10.0, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
9839,18, Private,374969, 10th,6.0, Never-married, Transport-moving, Not-in-family, White, Male,0,0,56, United-States, <=50K
9840,67, Private,35015, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, <=50K
9841,46, Private,179869, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
9842,60, Self-emp-not-inc,137733, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
9843,29, Private,193125, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
9844,30, Private,103649, Some-college,10.0, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
9845,56, State-gov,54260, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,2885,0,40, China, <=50K
9846,29, Private,197932, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,40, Mexico, >50K
9847,37, Private,249720, Bachelors,13.0, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,27, United-States, <=50K
9848,55, Private,223613, 1st-4th,2.0, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,30, Cuba, <=50K
9849,24, Private,259865, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
9850,21, Private,301694, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, Mexico, <=50K
9851,46, Self-emp-inc,276934, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
9852,25, Private,395512, 12th,8.0, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Male,0,0,40, Mexico, <=50K
9853,40, Private,168071, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0,0,28, United-States, <=50K
9854,23, Private,45317, Some-college,10.0, Separated, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
9855,43, Self-emp-not-inc,311177, Some-college,10.0, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,30, United-States, <=50K
9856,29, Self-emp-not-inc,190636, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1485,60, United-States, >50K
9857,59, Private,221336, 10th,6.0, Widowed, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
9859,28, Private,107389, HS-grad,9.0, Never-married, Exec-managerial, Own-child, White, Male,0,0,32, United-States, <=50K
9860,17, Private,293440, 11th,7.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
9861,53, Private,145409, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
9862,22, Private,213902, 5th-6th,3.0, Never-married, Priv-house-serv, Other-relative, White, Female,0,0,40, El-Salvador, <=50K
9863,63, Private,100099, HS-grad,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
9864,32, Private,191856, Masters,14.0, Married-civ-spouse, Sales, Wife, White, Female,0,0,45, United-States, >50K
9865,40, Local-gov,233891, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
9866,61, Self-emp-not-inc,96073, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, England, >50K
9867,35, Private,474136, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,1408,40, United-States, <=50K
9868,43, Self-emp-not-inc,355856, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines, <=50K
9870,48, Self-emp-not-inc,139212, Some-college,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
9871,56, State-gov,143931, Bachelors,13.0, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
9872,51, Federal-gov,160703, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
9873,34, Private,191291, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
9874,44, Private,68729, Some-college,10.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
9876,37, Private,227545, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, >50K
9877,36, Private,32776, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
9878,34, Private,228881, Some-college,10.0, Separated, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
9879,23, Private,84648, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
9880,63, Federal-gov,101996, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
9882,47, Local-gov,285060, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,41, United-States, >50K
9883,55, Self-emp-inc,209569, HS-grad,9.0, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, >50K
9884,31, Local-gov,331126, Bachelors,13.0, Never-married, Protective-serv, Own-child, Black, Male,0,0,48, United-States, <=50K
9885,27, Private,279872, Some-college,10.0, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
9886,58, Private,150560, Bachelors,13.0, Divorced, Adm-clerical, Not-in-family, White, Female,14084,0,40, United-States, >50K
9887,28, Local-gov,185647, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, <=50K
9888,52, Private,128871, 7th-8th,4.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,64, United-States, <=50K
9889,31, Federal-gov,386331, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, United-States, <=50K
9890,53, Private,117814, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
9891,43, Private,220609, Some-college,10.0, Divorced, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
9892,43, Local-gov,117022, HS-grad,9.0, Married-spouse-absent, Farming-fishing, Unmarried, Black, Male,0,0,40, United-States, <=50K
9893,50, Self-emp-inc,176751, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,80, United-States, >50K
9895,37, Private,80410, 11th,7.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
9896,26, Private,127202, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
9897,22, Private,121471, 11th,7.0, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
9898,22, Private,219086, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
9899,59, Private,271571, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
9900,30, Private,241583, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
9901,24, Private,374253, HS-grad,9.0, Separated, Other-service, Not-in-family, White, Female,0,0,55, United-States, <=50K
9902,30, Private,214993, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
9903,50, Local-gov,199995, Bachelors,13.0, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
9904,38, Private,450924, 12th,8.0, Married-civ-spouse, Other-service, Husband, White, Male,3942,0,40, United-States, <=50K
9905,29, Private,120359, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
9906,76, Private,93125, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,1424,0,24, United-States, <=50K
9907,21, Private,187513, Assoc-voc,11.0, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
9908,65, Private,243569, Some-college,10.0, Widowed, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
9909,43, Private,295510, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
9910,29, Private,29732, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States, <=50K
9911,32, Private,211743, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
9912,37, Private,251396, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
9913,64, Private,477697, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16, United-States, <=50K
9914,49, Private,151584, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
9915,44, Private,193882, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
9917,34, Private,242460, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States, >50K
9918,35, Private,411395, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, United-States, <=50K
9919,53, Private,191025, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,43, United-States, <=50K
9920,24, Private,154571, Assoc-voc,11.0, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, South, <=50K
9921,31, Private,208657, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
9922,25, Private,29599, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, <=50K
9923,36, Private,423711, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
9924,29, Private,122000, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
9925,37, Private,148581, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
9926,42, Self-emp-not-inc,222978, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
9927,30, Private,149118, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
9928,32, Self-emp-inc,218407, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, Cuba, <=50K
9929,47, Self-emp-not-inc,112200, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Black, Male,10520,0,45, United-States, >50K
9930,44, Private,85604, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
9931,19, Private,111232, HS-grad,9.0, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
9932,22, Private,99199, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
9933,51, Private,199995, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
9934,69, Private,122850, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, United-States, <=50K
9937,33, Self-emp-not-inc,361497, HS-grad,9.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
9938,22, Local-gov,399020, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,55, United-States, <=50K
9939,33, Private,345277, Bachelors,13.0, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, United-States, >50K
9940,20, Federal-gov,55233, Some-college,10.0, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
9941,28, Self-emp-not-inc,200515, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
9942,25, Private,188119, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
9943,27, Private,176683, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
9944,22, Private,309178, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
9945,67, Self-emp-not-inc,40021, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
9946,31, Self-emp-inc,49923, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
9948,43, Federal-gov,325706, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, India, >50K
9949,33, Private,124407, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
9950,37, Self-emp-not-inc,301568, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
9951,27, Private,339956, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States, <=50K
9952,36, Private,176335, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
9953,33, Private,198452, Assoc-acdm,12.0, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
9954,63, Private,213945, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, Iran, >50K
9955,48, Private,171807, Bachelors,13.0, Divorced, Other-service, Unmarried, White, Female,0,0,56, United-States, >50K
9956,25, Private,362826, HS-grad,9.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,45, United-States, <=50K
9957,41, Self-emp-not-inc,344329, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,10, United-States, <=50K
9958,26, Private,137678, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
9959,23, Private,175424, Some-college,10.0, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
9960,33, State-gov,73296, HS-grad,9.0, Never-married, Other-service, Unmarried, Black, Female,1831,0,40, United-States, <=50K
9961,30, State-gov,137613, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,17, Taiwan, <=50K
9962,67, Self-emp-not-inc,354405, HS-grad,9.0, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
9963,32, Private,130057, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
9964,48, Self-emp-not-inc,362883, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, >50K
9965,51, Private,49017, HS-grad,9.0, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
9966,39, Private,149943, Masters,14.0, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
9967,40, Self-emp-inc,99185, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
9968,40, Private,294708, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
9969,19, Private,228238, HS-grad,9.0, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Mexico, <=50K
9970,28, Private,156819, HS-grad,9.0, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,36, United-States, <=50K
9971,47, Private,332727, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
9972,20, Private,289944, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
9973,41, Private,116103, HS-grad,9.0, Widowed, Exec-managerial, Other-relative, White, Male,914,0,40, United-States, <=50K
9974,29, Private,24153, Some-college,10.0, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
9975,40, Private,273425, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
9976,61, Private,231183, HS-grad,9.0, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
9977,25, Private,313930, 11th,7.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
9978,26, Private,114483, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
9979,43, Private,162108, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
9980,17, Private,168807, 7th-8th,4.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
9981,43, Local-gov,143828, Masters,14.0, Divorced, Prof-specialty, Unmarried, Black, Female,9562,0,40, United-States, >50K
9982,73, Private,242769, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3471,0,40, England, <=50K
9983,46, Local-gov,111558, Some-college,10.0, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
9984,19, Private,69770, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
9985,37, Private,291981, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
9986,26, Private,102460, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
9987,47, Private,151584, HS-grad,9.0, Divorced, Sales, Own-child, White, Male,0,1876,40, United-States, <=50K
9988,47, Local-gov,287320, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
9989,29, Private,115677, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
9990,29, Private,239632, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
9991,33, Private,409172, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,55, United-States, <=50K
9992,20, Private,186849, HS-grad,9.0, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
9993,28, Private,118861, 10th,6.0, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,48, Guatemala, <=50K
9995,41, State-gov,170924, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
9997,43, Private,153489, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
9998,35, Private,186489, 9th,5.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,46, United-States, <=50K
9999,18, Private,192409, 12th,8.0, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
10000,55, State-gov,337599, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
10001,44, Private,195545, HS-grad,9.0, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
